,ppid,radius,direction,startingpos,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWV,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,BendVisible
2,1500_radii,-1,L,0,0,10.46207662,0,0,0,0,0,0,0,0,0,0.066292749,FALSE
3,1500_radii,-1,L,0,0,10.4644166,0,0,0,0,0,0,0,0,0,0.002361108,FALSE
4,1500_radii,-1,L,0,0,10.57832483,0,0,0,0,0,0,0,0,0,0.113855407,FALSE
5,1500_radii,-1,L,0,0,10.58047132,0,0,0,0,0,0,0,0,0,0.002186938,FALSE
6,1500_radii,-1,L,0,0,10.582127,0,0,0,0,0,0,0,0,0,0.001657485,FALSE
7,1500_radii,-1,L,0,0,10.59469804,0,0,0,0,0,0,0,0,0,0.012578592,FALSE
8,1500_radii,-1,L,0,0,10.6122675,0,0,0,0,0,0,0,0,0,0.017568553,FALSE
9,1500_radii,-1,L,0,0,10.63051493,0,0,0,0,0,0,0,0,0,0.018248632,FALSE
10,1500_radii,-1,L,0,0,10.64550111,0,0,0,0,0,0,0,0,0,0.014974715,FALSE
11,1500_radii,-1,L,0,0,10.66208381,0,0,0,0,0,0,0,0,0,0.016598694,FALSE
12,1500_radii,-1,L,0,0,10.67872084,0,0,0,0,0,0,0,0,0,0.016637633,FALSE
13,1500_radii,-1,L,0,0,10.69555317,0,0,0,0,0,0,0,0,0,0.016833537,FALSE
14,1500_radii,-1,L,0,0,10.71214099,0,0,0,0,0,0,0,0,0,0.016586318,FALSE
15,1500_radii,-1,L,0,0,10.72881455,0,0,0,0,0,0,0,0,0,0.01667295,FALSE
16,1500_radii,-1,L,0,0,10.74559164,0,0,0,0,0,0,0,0,0,0.016767129,FALSE
17,1500_radii,-1,L,0,0,10.7620228,0,0,0,0,0,0,0,0,0,0.016442635,FALSE
18,1500_radii,-1,L,0,0,10.77909692,0,0,0,0,0,0,0,0,0,0.017050269,FALSE
19,1500_radii,-1,L,0,0,10.79558332,0,0,0,0,0,0,0,0,0,0.016493045,FALSE
20,1500_radii,-1,L,0,0,10.81227287,0,0,0,0,0,0,0,0,0,0.016689552,FALSE
21,1500_radii,-1,L,0,0,10.82889904,0,0,0,0,0,0,0,0,0,0.016626766,FALSE
22,1500_radii,-1,L,0,0,10.84590614,0,0,0,0,0,0,0,0,0,0.016984766,FALSE
23,1500_radii,-1,L,0,0,10.86214955,0,0,0,0,0,0,0,0,0,0.016271785,FALSE
24,1500_radii,-1,L,0,0,10.87882914,0,0,0,0,0,0,0,0,0,0.016680195,FALSE
25,1500_radii,-1,L,0,0,10.89553952,0,0,0,0,0,0,0,0,0,0.016699815,FALSE
26,1500_radii,-1,L,0,0,10.91208932,0,0,0,0,0,0,0,0,0,0.016567603,FALSE
