"","ppid_trialn","pNum","radius","startingpos","rt","steering_rate","SWA","DiffYawRate_seconds","rotatedX","rotatedZ","frame","X","steeringbias","peak.sr","peak.swa","radius_scaled","startingpos_scaled"
"1","0_1_1000_0",1,1000,0,0.516666666666667,0.0442657263519813,-0.089999847,0.0172144491585081,-1.35599934881492e-05,3.99922473234145,31,1,0.00714204072369017,0.396713272804196,5.670000091,-1.22971533220284,-1.23182774516642
"2","0_1_1500_0",1,1500,0,0.45,0.604195790685315,0,0.234965029678322,0,3.466045439,27,2,0.00311058385354211,0.760069934426573,8.549999893,0.0012127370140067,-1.23182774516642
"3","0_1_2000_0",1,2000,0,0.55,0.02496503902331,0,0.00970862629603729,-1.53362505377411e-09,4.2659357025723,33,3,0.00529650764070459,0.436573444193473,3.870000131,1.23214080623085,-1.23182774516642
"4","0_1_2000_8",1,2000,8,0.1,0.022237765032634,0.090000004,0.0086480198041958,-1.72535565251684e-08,8.66828101955354,6,4,0.0147675826432663,0.29349649337296,4.050000004,1.23214080623085,1.21256162207486
"5","0_10_2000_0",10,2000,0,1.88333333333333,0.079300698230769,0,0.0308391604195803,0,14.938405459,113,5,0.0446043647539471,0.793426581512821,4.680000097,1.23214080623085,-1.23182774516642
"6","0_10_2000_4",10,2000,4,0.633333333333333,0.0211888146993007,0,0.00824009455011655,-2.57660958541406e-10,8.93284988634262,38,6,0.0160570445408696,0.327482518442891,4.950000141,1.23214080623085,-0.00963306154577855
"7","0_10_2000_8",10,2000,8,0.566666666666667,0.332307690545455,0,0.129230768559441,0,12.400242626,34,7,0.0308573359098074,0.810629356398602,10.4399997,1.23214080623085,1.21256162207486
"8","0_11_1500_4",11,1500,4,0.783333333333333,0.113286710769231,0,0.0440559430489511,0,10.132407904,47,8,0.0303045906250066,0.861188812459208,8.730000257,0.0012127370140067,-0.00963306154577855
"9","0_11_1500_8",11,1500,8,0.95,0.0981818201958043,0,0.038181818937063,0,15.464276254,57,9,0.0740129178738012,0.63776223911655,4.229999855,0.0012127370140067,1.21256162207486
"10","0_11_2000_0",11,2000,0,1.18333333333333,0.188811191664336,0,0.0734265745174826,0,9.333330154,71,10,0.0174268092482628,0.636713297025641,4.050000161,1.23214080623085,-1.23182774516642
"11","0_11_2000_4",11,2000,4,1.05,0.183146858538461,0,0.0712237783216781,0,12.270781815,63,11,0.0300650745291583,1.81216783617016,11.52000055,1.23214080623085,-0.00963306154577855
