,ppid,radius,direction,startingpos,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWV,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,BendVisible
2,1000_radii_1,-1,R,0,0,28.7355607,0,0,0,0,0,0,0,0,0,0.051301734,FALSE
3,1000_radii_1,-1,R,0,0,28.7766374,0,0,0,0,0,0,0,0,0,0.041153073,FALSE
4,1000_radii_1,-1,R,0,0,28.77818713,0,0,0,0,0,0,0,0,0,0.001574777,FALSE
5,1000_radii_1,-1,R,0,0,28.90234756,0,0,0,0,0,0,0,0,0,0.124127225,FALSE
6,1000_radii_1,-1,R,0,0,28.90375239,0,0,0,0,0,0,0,0,0,0.001439546,FALSE
7,1000_radii_1,-1,R,0,0,28.90471621,0,0,0,0,0,0,0,0,0,0.000964426,FALSE
8,1000_radii_1,-1,R,0,0,28.91844789,0,0,0,0,0,0,0,0,0,0.013726847,FALSE
9,1000_radii_1,-1,R,0,0,28.93665818,0,0,0,0,0,0,0,0,0,0.018206976,FALSE
10,1000_radii_1,-1,R,0,0,28.95408094,0,0,0,0,0,0,0,0,0,0.017416419,FALSE
11,1000_radii_1,-1,R,0,0,28.96930921,0,0,0,0,0,0,0,0,0,0.015237027,FALSE
12,1000_radii_1,-1,R,0,0,28.98598307,0,0,0,0,0,0,0,0,0,0.016673252,FALSE
13,1000_radii_1,-1,R,0,0,29.00313386,0,0,0,0,0,0,0,0,0,0.01715139,FALSE
14,1000_radii_1,-1,R,0,0,29.01930633,0,0,0,0,0,0,0,0,0,0.016171569,FALSE
15,1000_radii_1,-1,R,0,0,29.03594668,0,0,0,0,0,0,0,0,0,0.016639746,FALSE
16,1000_radii_1,-1,R,0,0,29.05265948,0,0,0,0,0,0,0,0,0,0.016713399,FALSE
17,1000_radii_1,-1,R,0,0,29.06925545,0,0,0,0,0,0,0,0,0,0.016594468,FALSE
18,1000_radii_1,-1,R,0,0,29.08593474,0,0,0,0,0,0,0,0,0,0.016681402,FALSE
19,1000_radii_1,-1,R,0,0,29.10262852,0,0,0,0,0,0,0,0,0,0.01669408,FALSE
20,1000_radii_1,-1,R,0,0,29.11926646,0,0,0,0,0,0,0,0,0,0.016636124,FALSE
21,1000_radii_1,-1,R,0,0,29.13595631,0,0,0,0,0,0,0,0,0,0.016691363,FALSE
22,1000_radii_1,-1,R,0,0,29.15264526,0,0,0,0,0,0,0,0,0,0.016688043,FALSE
23,1000_radii_1,-1,R,0,0,29.16929829,0,0,0,0,0,0,0,0,0,0.01665182,FALSE
24,1000_radii_1,-1,R,0,0,29.18592475,0,0,0,0,0,0,0,0,0,0.016630389,FALSE
25,1000_radii_1,-1,R,0,0,29.20259287,0,0,0,0,0,0,0,0,0,0.016665706,FALSE
26,1000_radii_1,-1,R,0,0,29.21926099,0,0,0,0,0,0,0,0,0,0.016668121,FALSE
27,1000_radii_1,-1,R,0,0,29.23596141,0,0,0,0,0,0,0,0,0,0.016701023,FALSE
28,1000_radii_1,-1,R,0,0,29.25261323,0,0,0,0,0,0,0,0,0,0.016653028,FALSE
29,1000_radii_1,-1,R,0,0,29.26930369,0,0,0,0,0,0,0,0,0,0.016692269,FALSE
30,1000_radii_1,-1,R,0,0,29.28590993,0,0,0,0,0,0,0,0,0,0.01660624,FALSE
31,1000_radii_1,-1,R,0,0,29.30286602,0,0,0,0,0,0,0,0,0,0.016938281,FALSE
32,1000_radii_1,-1,R,0,0,29.31944811,0,0,0,0,0,0,0,0,0,0.016586016,FALSE
33,1000_radii_1,-1,R,0,0,29.33599368,0,0,0,0,0,0,0,0,0,0.016550095,FALSE
34,1000_radii_1,-1,R,0,0,29.3528731,0,0,0,0,0,0,0,0,0,0.016852856,FALSE
