,ppid,radius,direction,startingpos,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWV,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,BendVisible
2,2000_radii_2,-1,R,0,0,10.72348198,0,0,0,0,0,0,0,0,0,0.052992121,FALSE
3,2000_radii_2,-1,R,0,0,10.75625345,0,0,0,0,0,0,0,0,0,0.032783545,FALSE
4,2000_radii_2,-1,R,0,0,10.75775337,0,0,0,0,0,0,0,0,0,0.001525876,FALSE
5,2000_radii_2,-1,R,0,0,10.86573438,0,0,0,0,0,0,0,0,0,0.107943883,FALSE
6,2000_radii_2,-1,R,0,0,10.86714404,0,0,0,0,0,0,0,0,0,0.001448299,FALSE
7,2000_radii_2,-1,R,0,0,10.86807888,0,0,0,0,0,0,0,0,0,0.000935146,FALSE
8,2000_radii_2,-1,R,0,0,10.88211181,0,0,0,0,0,0,0,0,0,0.014031117,FALSE
9,2000_radii_2,-1,R,0,0,10.89959675,0,0,0,0,0,0,0,0,0,0.017483732,FALSE
10,2000_radii_2,-1,R,0,0,10.91769385,0,0,0,0,0,0,0,0,0,0.018092272,FALSE
11,2000_radii_2,-1,R,0,0,10.93340208,0,0,0,0,0,0,0,0,0,0.015711845,FALSE
12,2000_radii_2,-1,R,0,0,10.95000862,0,0,0,0,0,0,0,0,0,0.01660775,FALSE
13,2000_radii_2,-1,R,0,0,10.96614819,0,0,0,0,0,0,0,0,0,0.016138969,FALSE
14,2000_radii_2,-1,R,0,0,10.98288604,0,0,0,0,0,0,0,0,0,0.01673634,FALSE
15,2000_radii_2,-1,R,0,0,10.99964713,0,0,0,0,0,0,0,0,0,0.016763205,FALSE
16,2000_radii_2,-1,R,0,0,11.01628627,0,0,0,0,0,0,0,0,0,0.016637331,FALSE
17,2000_radii_2,-1,R,0,0,11.03284543,0,0,0,0,0,0,0,0,0,0.016564584,FALSE
18,2000_radii_2,-1,R,0,0,11.04953498,0,0,0,0,0,0,0,0,0,0.016688949,FALSE
19,2000_radii_2,-1,R,0,0,11.06625321,0,0,0,0,0,0,0,0,0,0.016716116,FALSE
20,2000_radii_2,-1,R,0,0,11.08296057,0,0,0,0,0,0,0,0,0,0.016707362,FALSE
21,2000_radii_2,-1,R,0,0,11.09952213,0,0,0,0,0,0,0,0,0,0.016561264,FALSE
22,2000_radii_2,-1,R,0,0,11.11620776,0,0,0,0,0,0,0,0,0,0.016685628,FALSE
23,2000_radii_2,-1,R,0,0,11.13279559,0,0,0,0,0,0,0,0,0,0.016590242,FALSE
24,2000_radii_2,-1,R,0,0,11.14948695,0,0,0,0,0,0,0,0,0,0.016691665,FALSE
25,2000_radii_2,-1,R,0,0,11.16629694,0,0,0,0,0,0,0,0,0,0.016807276,FALSE
26,2000_radii_2,-1,R,0,0,11.18287481,0,0,0,0,0,0,0,0,0,0.016577564,FALSE
27,2000_radii_2,-1,R,0,0,11.19958761,0,0,0,0,0,0,0,0,0,0.016712795,FALSE
