"","heading","startingpos","frame","x","z"
"121",1,0,121,-0.0594701617138683,15.9926320986373
"122",1,0,122,-0.0583713463483716,16.1259437533909
"123",1,0,123,-0.0572958848386815,16.2592266224492
"124",1,0,124,-0.0562351316931364,16.3925010857033
"125",1,0,125,-0.0551957929687663,16.5257455927872
"126",1,0,126,-0.054174077364012,16.6590179677752
"127",1,0,127,-0.0531702321348142,16.7922743234659
"128",1,0,128,-0.0521841739909962,16.9255667767839
"129",1,0,129,-0.0512206071739841,17.0588598964814
"130",1,0,130,-0.0502694675696025,17.192168152533
"131",1,0,131,-0.0493473054001262,17.3254085389233
"132",1,0,132,-0.0484387234768748,17.4587061150212
"133",1,0,133,-0.0475481893312247,17.5920026834402
"134",1,0,134,-0.0466795639188218,17.7253787808385
"135",1,0,135,-0.0458311670141474,17.8585453050877
"136",1,0,136,-0.0450022240831492,17.9918063992402
"137",1,0,137,-0.0441944945792271,18.1251215626342
"138",1,0,138,-0.0434043735095219,18.258334373548
"139",1,0,139,-0.0426307097203133,18.3916667589966
"140",1,0,140,-0.0418787943252256,18.5249195020446
"141",1,0,141,-0.0411407465221372,18.6582040816629
"142",1,0,142,-0.0404284739630243,18.7914589017207
"143",1,0,143,-0.0397319455031884,18.9247202804685
"144",1,0,144,-0.0390544815829211,19.0580548199103
"145",1,0,145,-0.0383973301606555,19.1913493322823
"146",1,0,146,-0.0377539894316018,19.3246200463264
"147",1,0,147,-0.0371349505774448,19.457949030386
"148",1,0,148,-0.0365338651286331,19.5911461297177
"149",1,0,149,-0.0359526128780952,19.7244158420052
"150",1,0,150,-0.0353857909889216,19.8577973038652
"151",1,4,1,-0.0721001989073762,4
"152",1,4,2,-0.0744409511629226,4.13382923510144
"153",1,4,3,-0.0767684804566541,4.26725638188584
"154",1,4,4,-0.0790993040349618,4.40048452498293
"155",1,4,5,-0.0814245906608774,4.53384239754918
"156",1,4,6,-0.0837502234050854,4.66714720050493
"157",1,4,7,-0.0860774372699951,4.80038536054055
"158",1,4,8,-0.0883937073508831,4.93286635441076
"159",1,4,9,-0.0907121439946774,5.06580838815585
"160",1,4,10,-0.0930463782016819,5.19907149667789
"161",1,4,11,-0.0953721825517489,5.33230311417269
"162",1,4,12,-0.0977040752086611,5.46558458996607
"163",1,4,13,-0.100035141253378,5.59888104964312
"164",1,4,14,-0.102361418505006,5.73214732157881
"165",1,4,15,-0.104692977357871,5.86537497800327
"166",1,4,16,-0.107024934878182,5.99867206913448
"167",1,4,17,-0.109358964834085,6.13198590493222
"168",1,4,18,-0.111688016396681,6.26520183467157
"169",1,4,19,-0.114019650652826,6.39851124654671
"170",1,4,20,-0.116350220757525,6.53174551047773
"171",1,4,21,-0.118682206580105,6.66505330571431
"172",1,4,22,-0.121014591931954,6.79852971726171
"173",1,4,23,-0.123336582535805,6.93165213034245
"174",1,4,24,-0.125658544336129,7.06487882586109
"175",1,4,25,-0.12797970444199,7.19816877302431
"176",1,4,26,-0.130291127801522,7.33138631844233
"177",1,4,27,-0.132597316244097,7.46470110247605
"178",1,4,28,-0.134886917635713,7.59798258817444
"179",1,4,29,-0.137161456609635,7.73128752294868
"180",1,4,30,-0.139414174632973,7.86452588945235
"181",1,4,31,-0.141639427749875,7.99777139958726
"182",1,4,32,-0.143843377688277,8.13108781803386
"183",1,4,33,-0.14600492971477,8.26435404509304
"184",1,4,34,-0.148129916930836,8.39775874128266
"185",1,4,35,-0.150200105380886,8.53098294558158
"186",1,4,36,-0.152223334967442,8.66424415637093
"187",1,4,37,-0.154185161485277,8.79745335062245
"188",1,4,38,-0.156079378012454,8.93074182934003
"189",1,4,39,-0.157906298367588,9.06413954809214
"190",1,4,40,-0.159650695991193,9.19730335686666
"191",1,4,41,-0.161313848521204,9.3305158132024
"192",1,4,42,-0.162889945340609,9.46385437862572
"193",1,4,43,-0.164370258621045,9.59706721479685
"194",1,4,44,-0.16575617600532,9.73033348830412
"195",1,4,45,-0.16703925869592,9.86363916460131
"196",1,4,46,-0.168214263745706,9.99694503246777
"197",1,4,47,-0.169283720669747,10.1301567846667
"198",1,4,48,-0.170238349908612,10.2634615195644
"199",1,4,49,-0.171080213954196,10.3967479559011
"200",1,4,50,-0.171805843352691,10.5300102411626
"201",1,4,51,-0.172418202837881,10.6633225593732
"202",1,4,52,-0.172902517518208,10.7965809407835
"203",1,4,53,-0.173273276056098,10.9298613733652
"204",1,4,54,-0.173519655118624,11.0631633614047
"205",1,4,55,-0.173642453343795,11.1964064683049
"206",1,4,56,-0.173652778807389,11.3297639628142
"207",1,4,57,-0.1735380261197,11.4630325348857
"208",1,4,58,-0.173301582915919,11.5963011032328
"209",1,4,59,-0.172948353220244,11.7295607171686
"210",1,4,60,-0.172476080857297,11.8628859847238
"211",1,4,61,-0.171888249643089,11.9961529329503
"212",1,4,62,-0.171188610290164,12.1293910460593
"213",1,4,63,-0.170377509342115,12.2627080299
"214",1,4,64,-0.169459637379328,12.3959888641897
"215",1,4,65,-0.168430749768009,12.529246357623
"216",1,4,66,-0.167300789703903,12.6625187609292
"217",1,4,67,-0.166075099808406,12.7957741227097
"218",1,4,68,-0.164747158143669,12.9290945918148
"219",1,4,69,-0.163331770015603,13.0623251382135
"220",1,4,70,-0.161828937269506,13.1956026942012
"221",1,4,71,-0.16023909647748,13.3289095477432
"222",1,4,72,-0.158571215549386,13.4621692668739
"223",1,4,73,-0.156828454896087,13.5954514845283
"224",1,4,74,-0.15501628814127,13.7286627327779
"225",1,4,75,-0.153138791354212,13.8619051228455
"226",1,4,76,-0.151194515745792,13.9952560854613
"227",1,4,77,-0.14919661941037,14.1284494649688
"228",1,4,78,-0.147138824222806,14.2617580822647
"229",1,4,79,-0.145032968331876,14.39501489326
"230",1,4,80,-0.142884184124202,14.5283096809037
"231",1,4,81,-0.140693436079287,14.6614970665464
"232",1,4,82,-0.138458471940385,14.7948393871605
"233",1,4,83,-0.136197898289407,14.9280688242596
"234",1,4,84,-0.13390203417131,15.0613179858211
"235",1,4,85,-0.131586580849289,15.194522701281
"236",1,4,86,-0.1292414729916,15.3278797357657
"237",1,4,87,-0.126880250414566,15.461065597334
"238",1,4,88,-0.124504729128256,15.5943584451455
"239",1,4,89,-0.122114638794574,15.7276388050803
"240",1,4,90,-0.119717253250195,15.8608493467405
"241",1,4,91,-0.117312479703804,15.994099495338
"242",1,4,92,-0.114906240034842,16.1273313441197
"243",1,4,93,-0.112499093623672,16.2606127941198
"244",1,4,94,-0.110100037472677,16.3939327561786
"245",1,4,95,-0.107702056824401,16.5271354135197
"246",1,4,96,-0.105318226344385,16.6603490641581
"247",1,4,97,-0.102934878073509,16.7936960731891
"248",1,4,98,-0.100578657975206,16.9268666069249
"249",1,4,99,-0.098232980911784,17.0601290548105
"250",1,4,100,-0.0959108088093322,17.1933558494365
"251",1,4,101,-0.093605205766752,17.3266420233217
"252",1,4,102,-0.0913278273621831,17.4599036043527
"253",1,4,103,-0.0890663919079439,17.5931369416264
"254",1,4,104,-0.0868357139577298,17.726396950524
"255",1,4,105,-0.0846386927078425,17.8596550851452
"256",1,4,106,-0.0824597551084175,17.9930475175435
"257",1,4,107,-0.0803202889859905,18.126213367195
"258",1,4,108,-0.0782112095787737,18.2595114542761
"259",1,4,109,-0.0761315730417123,18.3929258668391
"260",1,4,110,-0.0740857133905241,18.5262191899224
"261",1,4,111,-0.0720755471163987,18.6593878765052
"262",1,4,112,-0.0701008795352898,18.7926949553002
"263",1,4,113,-0.0681586926102473,18.9258151532824
"264",1,4,114,-0.0662628751484729,19.0590250247824
"265",1,4,115,-0.0643973667381657,19.1922800104197
"266",1,4,116,-0.0625647335035194,19.3255730683137
"267",1,4,117,-0.0607696000464807,19.4588439950541
"268",1,4,118,-0.0590162058251316,19.5921457651445
"269",1,4,119,-0.0572959012596431,19.7255579698361
"270",1,4,120,-0.0556165756536149,19.8587118408413
"271",1,4,121,-0.0539740305962081,19.9919252862876
"272",1,4,122,-0.0523715207336163,20.1252215977212
"273",1,4,123,-0.0508043494142595,20.2584642844342
"274",1,4,124,-0.0492749414443326,20.3917473450034
"275",1,4,125,-0.0477826897125239,20.5250354872344
"276",1,4,126,-0.0463276070316294,20.6582914509042
"277",1,4,127,-0.0449084277607703,20.7915728491056
"278",1,4,128,-0.043530857066837,20.9247979702893
"279",1,4,129,-0.0421890454874896,21.0581006425853
"280",1,4,130,-0.040879747520191,21.1913555281061
"281",1,4,131,-0.0396052878771837,21.324625068118
"282",1,4,132,-0.0383683467419518,21.4579003662029
"283",1,4,133,-0.0371640256013844,21.5911666179058
"284",1,4,134,-0.0360003495001025,21.7244624505529
"285",1,4,135,-0.0348663212698904,21.8577470289092
"286",1,4,136,-0.0337681116440634,21.9910217022527
"287",1,4,137,-0.0327038697974048,22.1243018833532
"288",1,4,138,-0.0316783609381106,22.2575584848468
"289",1,4,139,-0.0306761105394077,22.3908521597802
"290",1,4,140,-0.0297128972393324,22.5241532628898
"291",1,4,141,-0.0287801054226862,22.6574054053516
"292",1,4,142,-0.0278807564204928,22.7907351217601
"293",1,4,143,-0.0270116113068722,22.9239391479035
"294",1,4,144,-0.0261744978016514,23.0571983644708
"295",1,4,145,-0.0253622599059917,23.1904723423827
"296",1,4,146,-0.0245812290164107,23.3237518924385
"297",1,4,147,-0.023832706969675,23.4571458328657
"298",1,4,148,-0.023114516822828,23.5903752150508
"299",1,4,149,-0.0224158583396278,23.7236150349074
"300",1,4,150,-0.0217530425554986,23.8569368376607
"301",1,8,1,-0.141879316007339,8
"302",1,8,2,-0.144220564855044,8.13393703476317
"303",1,8,3,-0.146544252925475,8.26709148832146
"304",1,8,4,-0.1488738311197,8.40045786011321
"305",1,8,5,-0.151203149433282,8.53374320710932
"306",1,8,6,-0.153524491847088,8.66676162996093
"307",1,8,7,-0.155854559511278,8.79995139291384
"308",1,8,8,-0.158171581916296,8.93261777621914
"309",1,8,9,-0.160495010316076,9.06559949763292
"310",1,8,10,-0.162825177548985,9.19886542659114
"311",1,8,11,-0.165153535265643,9.33212541633128
"312",1,8,12,-0.167479215596668,9.46542257079747
"313",1,8,13,-0.169810214250698,9.59868346947503
"314",1,8,14,-0.172141082875223,9.73194752936806
"315",1,8,15,-0.174473129242233,9.8651892405394
"316",1,8,16,-0.176804678778954,9.99850186647997
"317",1,8,17,-0.179139231999398,10.1317746904475
"318",1,8,18,-0.181472957959218,10.2651905739162
"319",1,8,19,-0.183803945026588,10.3983540298175
"320",1,8,20,-0.186140013676492,10.5315561507763
"321",1,8,21,-0.188476173810054,10.6648565375163
"322",1,8,22,-0.19080858388671,10.7981281648869
"323",1,8,23,-0.193140364733243,10.9314966306282
"324",1,8,24,-0.195469133716255,11.0646676794629
"325",1,8,25,-0.197793438703721,11.1979708666365
"326",1,8,26,-0.200110620271556,11.3312978528217
"327",1,8,27,-0.202418694834793,11.464509243801
"328",1,8,28,-0.204711355970712,11.5977993318398
"329",1,8,29,-0.206981031142766,11.7311446517555
"330",1,8,30,-0.20922858584069,11.8643262950669
"331",1,8,31,-0.211449006734831,11.9976747027238
"332",1,8,32,-0.213624745636433,12.1309309053306
"333",1,8,33,-0.215759314468823,12.2642077542337
"334",1,8,34,-0.217841412677071,12.3974748993377
"335",1,8,35,-0.219858136330543,12.5307268826566
"336",1,8,36,-0.221809848923687,12.664036025011
"337",1,8,37,-0.22368621161382,12.7972762076986
"338",1,8,38,-0.225477415701762,12.9305815320706
"339",1,8,39,-0.22717548103992,13.0638963543798
"340",1,8,40,-0.228775318639257,13.1971308929504
"341",1,8,41,-0.230267684947126,13.330420790637
"342",1,8,42,-0.231648329180083,13.4636655751079
"343",1,8,43,-0.232909173575789,13.5972082916199
"344",1,8,44,-0.23405208881316,13.730314185419
"345",1,8,45,-0.235061129690584,13.8634766801192
"346",1,8,46,-0.235939159503851,13.9967901602057
"347",1,8,47,-0.236680061360467,14.1300648364259
"348",1,8,48,-0.237280904182602,14.2633064385467
"349",1,8,49,-0.237743475651361,14.3966102710985
"350",1,8,50,-0.238061514095055,14.5298804673322
"351",1,8,51,-0.238234947895929,14.6631661897796
"352",1,8,52,-0.238258051052612,14.7964212483301
"353",1,8,53,-0.238134254635175,14.9298843693142
"354",1,8,54,-0.237858720037658,15.0630465882682
"355",1,8,55,-0.237438952904036,15.1964092586294
"356",1,8,56,-0.236871760005282,15.3295723369451
"357",1,8,57,-0.236151518270799,15.462819078099
"358",1,8,58,-0.235290294154051,15.5960651927368
"359",1,8,59,-0.234280208978865,15.7293708853239
"360",1,8,60,-0.233123018487105,15.8626388428742
"361",1,8,61,-0.23182047847318,15.9959408684868
"362",1,8,62,-0.230388497815013,16.1291598662342
"363",1,8,63,-0.228810655908179,16.2624648603867
"364",1,8,64,-0.22709766808929,16.3957320741575
"365",1,8,65,-0.22525280347611,16.5289993654881
"366",1,8,66,-0.223280103799053,16.6622297880081
"367",1,8,67,-0.221188001810841,16.7955188021312
"368",1,8,68,-0.21896735817288,16.9287418043588
"369",1,8,69,-0.216634961620578,17.0619931285121
"370",1,8,70,-0.214190181062132,17.1952669572104
"371",1,8,71,-0.21163938607722,17.3285267001377
"372",1,8,72,-0.208986817085697,17.4617608375938
"373",1,8,73,-0.206235354816835,17.5950091612496
"374",1,8,74,-0.20339957383156,17.7282417561217
"375",1,8,75,-0.20047549941701,17.8614701003297
"376",1,8,76,-0.197472482265467,17.9947555952479
"377",1,8,77,-0.19440002155176,18.1279967868903
"378",1,8,78,-0.191254431773087,18.2612366715448
"379",1,8,79,-0.188053703590892,18.394483430836
"380",1,8,80,-0.18479723282619,18.5276849936425
"381",1,8,81,-0.181484325571757,18.660900216404
"382",1,8,82,-0.178129578795399,18.7941793327025
"383",1,8,83,-0.174738205208263,18.9273847446815
"384",1,8,84,-0.171312993498957,19.0606433453634
"385",1,8,85,-0.167859346315621,19.1939238205804
"386",1,8,86,-0.164388110346678,19.3270819401306
"387",1,8,87,-0.160897343053628,19.4603055862944
"388",1,8,88,-0.157398938391042,19.5935707224681
"389",1,8,89,-0.153893344931627,19.726732468878
"390",1,8,90,-0.150381136995211,19.8600049701601
"391",1,8,91,-0.146877068510636,19.9931739737924
"392",1,8,92,-0.143374444816147,20.1264122832055
"393",1,8,93,-0.139885649939981,20.2596489424836
"394",1,8,94,-0.136407703572612,20.3929487297543
"395",1,8,95,-0.132954038517028,20.526105297323
"396",1,8,96,-0.129514745056181,20.6593284214912
"397",1,8,97,-0.126103244862816,20.7926095898456
"398",1,8,98,-0.122714517005291,20.9258931132406
"399",1,8,99,-0.119362726634891,21.0590267254188
"400",1,8,100,-0.116040725456945,21.1923387184837
"401",1,8,101,-0.112753306160381,21.3255332715808
"402",1,8,102,-0.109504621236094,21.4587648275168
"403",1,8,103,-0.106290867683626,21.5920326287226
"404",1,8,104,-0.103122984868798,21.7252696086628
"405",1,8,105,-0.0999922164579477,21.8584124175848
"406",1,8,106,-0.0969058886557487,21.9917130856538
"407",1,8,107,-0.0938712965161302,22.1250205372109
"408",1,8,108,-0.0908795038806476,22.258223028565
"409",1,8,109,-0.0879329173022745,22.3914478285992
"410",1,8,110,-0.0850395823765597,22.5246415026102
"411",1,8,111,-0.0821938143549578,22.6579139232004
"412",1,8,112,-0.0793998293705894,22.7911797207447
"413",1,8,113,-0.0766583961270722,22.9244300159636
"414",1,8,114,-0.0739686282013536,23.0577393219188
"415",1,8,115,-0.0713350119675509,23.1909540719946
"416",1,8,116,-0.068752810111571,23.324150107094
"417",1,8,117,-0.066218684384228,23.4574202735141
"418",1,8,118,-0.0637400493295928,23.5908398800904
"419",1,8,119,-0.0613199148583389,23.7239918628272
"420",1,8,120,-0.0589522704273197,23.8571920273044
"421",1,8,121,-0.0566422113865054,23.990481998091
"422",1,8,122,-0.0543827430026456,24.1237818578948
"423",1,8,123,-0.0521751498206551,24.2571848534391
"424",1,8,124,-0.0500232615126945,24.3902844507491
"425",1,8,125,-0.0479216159655176,24.5235843578698
"426",1,8,126,-0.0458789268688964,24.6567423129297
"427",1,8,127,-0.0438910934063263,24.7900079424571
"428",1,8,128,-0.0419419862007522,24.9236864108714
"429",1,8,129,-0.040060388078428,25.0567038326412
"430",1,8,130,-0.0382263727890946,25.1898269563631
"431",1,8,131,-0.0364434387531937,25.3230305271494
"432",1,8,132,-0.0347120491939609,25.456325240007
"433",1,8,133,-0.0330295907137236,25.5895560538906
"434",1,8,134,-0.0313961702935711,25.7228264936632
"435",1,8,135,-0.0298121307896806,25.8561155131256
"436",1,8,136,-0.0282792361639079,25.9894442279641
"437",1,8,137,-0.0267988063367706,26.1226218174643
"438",1,8,138,-0.0253623540691069,26.2560692166391
"439",1,8,139,-0.0239718461649539,26.3892996205901
"440",1,8,140,-0.0226376232783501,26.5224860550099
"441",1,8,141,-0.0213366926769499,26.655726934431
"442",1,8,142,-0.0200934880304675,26.7890021297163
"443",1,8,143,-0.018892844033354,26.9222757459199
"444",1,8,144,-0.0177340207260596,27.0555690600209
"445",1,8,145,-0.0166164697601504,27.1888013725978
"446",1,8,146,-0.0155521977817537,27.3221390037445
"447",1,8,147,-0.0145223292702404,27.455378820912
"448",1,8,148,-0.013541516944477,27.5886220215758
"449",1,8,149,-0.0125945190326663,27.7219019461888
"450",1,8,150,-0.0116881757618089,27.8552018260132
"451",2,0,1,0,0
"452",2,0,2,-0.00468040116569055,0.133873088756535
"453",2,0,3,-0.00933107401923949,0.266816609774253
"454",2,0,4,-0.013979600861594,0.399884416317371
"455",2,0,5,-0.0186373159172809,0.532894820351472
"456",2,0,6,-0.023287768747663,0.665955234976878
"457",2,0,7,-0.0279415211973498,0.799063558573504
"458",2,0,8,-0.0325713256918444,0.931466264787429
"459",2,0,9,-0.0372258960230143,1.06448919946821
"460",2,0,10,-0.0418739644530673,1.19751499986472
"461",2,0,11,-0.0465289716595484,1.33048814391086
"462",2,0,12,-0.0511772322164951,1.46353957273285
"463",2,0,13,-0.0558348501887419,1.5966071075517
"464",2,0,14,-0.060487662505874,1.72972797533501
"465",2,0,15,-0.0651442296962089,1.86274619161159
"466",2,0,16,-0.069797047854218,1.9958884937375
"467",2,0,17,-0.0744511935224806,2.12893435907258
"468",2,0,18,-0.0791059638592347,2.26203856889602
"469",2,0,19,-0.0837625156460635,2.39514359758974
"470",2,0,20,-0.0884130790634539,2.52823128709979
"471",2,0,21,-0.093065009404708,2.66131663626945
"472",2,0,22,-0.0977191060094953,2.79454633310854
"473",2,0,23,-0.102360049716986,2.92753541838837
"474",2,0,24,-0.107010948861671,3.06061375673561
"475",2,0,25,-0.111642404276858,3.19371233686557
"476",2,0,26,-0.116269119117842,3.32680776676471
"477",2,0,27,-0.120887463148192,3.45987051352642
"478",2,0,28,-0.125484656319136,3.59299604084396
"479",2,0,29,-0.130069781362306,3.72611049271707
"480",2,0,30,-0.134626090729033,3.85935931622824
"481",2,0,31,-0.139146307880883,3.99235920661909
"482",2,0,32,-0.14363686902554,4.12546860325383
"483",2,0,33,-0.14807634448191,4.2585373798209
"484",2,0,34,-0.152473364709329,4.39162947931351
"485",2,0,35,-0.156806931515391,4.52476932271829
"486",2,0,36,-0.161078721594661,4.65781295973341
"487",2,0,37,-0.165265224803008,4.79088139416293
"488",2,0,38,-0.169383581900862,4.92407728715645
"489",2,0,39,-0.173406537790519,5.0572030777475
"490",2,0,40,-0.177328075108558,5.19031471108091
"491",2,0,41,-0.181150790945137,5.32359867727651
"492",2,0,42,-0.184866089483393,5.45667265583558
"493",2,0,43,-0.188456909205397,5.58976436154932
"494",2,0,44,-0.191924090039712,5.72277713852983
"495",2,0,45,-0.195263684264518,5.85584158401351
"496",2,0,46,-0.198475928760606,5.98895987104686
"497",2,0,47,-0.201550705075949,6.12201510244872
"498",2,0,48,-0.204474264339609,6.25506423073308
"499",2,0,49,-0.207262557775194,6.38824866339819
"500",2,0,50,-0.209897958192515,6.52136617634761
"501",2,0,51,-0.212388896178028,6.65449516705628
"502",2,0,52,-0.214729557431191,6.78763551198945
"503",2,0,53,-0.216911367138165,6.92078690383499
"504",2,0,54,-0.218941417021344,7.05395365021455
"505",2,0,55,-0.220817226326389,7.1871120428058
"506",2,0,56,-0.22253517823455,7.32018632315529
"507",2,0,57,-0.224097682931993,7.45335173926917
"508",2,0,58,-0.225499932881563,7.58650567575396
"509",2,0,59,-0.226746925006407,7.71967353744627
"510",2,0,60,-0.227833800028309,7.85280392105186
"511",2,0,61,-0.228771935781675,7.98593345414255
"512",2,0,62,-0.229556494127279,8.11908848968271
"513",2,0,63,-0.230190580769649,8.25227738867483
"514",2,0,64,-0.230665363067622,8.38547228790521
"515",2,0,65,-0.230997381874922,8.51862193405775
"516",2,0,66,-0.231177675217506,8.65173884446276
"517",2,0,67,-0.231215439204444,8.78488799825462
"518",2,0,68,-0.231116096345926,8.91806228549207
"519",2,0,69,-0.230870542993892,9.05120783402904
"520",2,0,70,-0.230498163154866,9.18439403889428
"521",2,0,71,-0.229982693966253,9.31753263926287
"522",2,0,72,-0.229341656541507,9.45086344203001
"523",2,0,73,-0.22858286114677,9.58388036047408
"524",2,0,74,-0.227703014103278,9.71699057065796
"525",2,0,75,-0.226707469859859,9.85006867293751
"526",2,0,76,-0.225591555944213,9.98326688910161
"527",2,0,77,-0.224365455426426,10.1163919463238
"528",2,0,78,-0.22303763202002,10.2495768184352
"529",2,0,79,-0.221602905455491,10.3828660454316
"530",2,0,80,-0.22007578082949,10.5160055974675
