"","ppid_trialn","pNum","radius","startingpos","rt","steering_rate","SWA","DiffYawRate_seconds","rotatedX","rotatedZ","frame","X","steeringbias","peak.sr","peak.swa","radius_scaled","startingpos_scaled"
"1438","34_3_1500_4",3,1500,4,0.95,0.02118881,0,0.008240094,0.0001341384,11.46671,57,1438,0.03939841,0.4531468,6.21,0.001212737,-0.009633062
"1439","34_3_1500_8",3,1500,8,0.6666667,0.04321681,-0.2700002,0.01680654,-0.002822569,13.19914,40,1439,0.05000086,0.4382517,2.7,0.001212737,1.212562
"1440","34_4_1000_0",4,1000,0,0.7166667,0.04447552,0,0.01729604,5.504504e-05,5.60052,43,1440,0.01448899,0.6333566,11.16,-1.229715,-1.231828
"1441","34_4_1000_4",4,1000,4,0.9666667,0.03167832,0,0.01231935,9.039869e-05,11.60072,58,1441,0.06400129,0.5601399,8.01,-1.229715,-0.009633062
"1442","34_4_1000_8",4,1000,8,0.5666667,0.03335665,0,0.01297203,-3.79788e-05,12.40129,34,1442,0.07325955,0.8173427,11.88,-1.229715,1.212562
"1443","34_4_2000_4",4,2000,4,1.05,0.02811191,-0.18,0.01093241,-0.001672338,12.26395,63,1443,0.02896336,0.4147552,5.49,1.232141,-0.009633062
"1444","34_5_1000_0",5,1000,0,1.816667,0.02811191,0,0.01093241,-1.527151e-05,14.39983,109,1444,0.09940933,0.3316783,5.4,-1.229715,-1.231828
"1445","34_5_1500_0",5,1500,0,1.3,0.03860138,0.08999985,0.01501165,-6.156177e-05,10.26649,78,1445,0.03108952,0.3595804,5.13,0.001212737,-1.231828
"1446","34_5_1500_4",5,1500,4,0.9666667,0.02160842,0,0.008403272,1.50901e-05,11.60066,58,1446,0.0402645,0.5026573,9.09,0.001212737,-0.009633062
"1447","34_5_1500_8",5,1500,8,0.5,0.03314685,0.08999997,0.01289044,-6.451437e-05,11.86622,30,1447,0.04213083,0.6820281,8.28,0.001212737,1.212562
"1448","34_5_2000_4",5,2000,4,1.6,0.02853144,-0.4500002,0.01109556,-0.003056221,16.66761,96,1448,0.05260971,0.5486014,8.37,1.232141,-0.009633062
"1449","34_6_1500_0",6,1500,0,0.6666667,0.02874126,0,0.01117716,0.0001064148,5.200359,40,1449,0.007485524,0.125035,2.34,0.001212737,-1.231828
"1450","34_6_1500_4",6,1500,4,0.4833333,0.02118878,0,0.008240082,1.232867e-06,7.732332,29,1450,0.01711056,0.1122378,1.17,0.001212737,-0.009633062
"1451","34_6_1500_8",6,1500,8,0.8166667,0.02307694,0,0.008974366,-8.769554e-05,14.39928,49,1451,0.0634496,0.2244755,2.52,0.001212737,1.212562
"1452","34_6_2000_4",6,2000,4,0.6166667,0.02118881,0,0.008240095,1.052826e-05,8.799578,37,1452,0.01560797,0.1267133,2.52,1.232141,-0.009633062
