,ppid,radius,direction,startingpos,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWV,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,BendVisible,setpoint
2,pilot_1_fixed_2,-1,R,8,0,16.50648661,0,0,0,0,0,0,0,0,0,0.047734832,FALSE,0
3,pilot_1_fixed_2,-1,R,8,0,16.54262378,0,0,0,0,0,0,0,0,0,0.036149844,FALSE,0
4,pilot_1_fixed_2,-1,R,8,0,16.54423721,0,0,0,0,0,0,0,0,0,0.001641199,FALSE,0
5,pilot_1_fixed_2,-1,R,8,0,16.66540279,0,0,0,0,0,0,0,0,0,0.12113147,FALSE,0
6,pilot_1_fixed_2,-1,R,8,0,16.66682484,0,0,0,0,0,0,0,0,0,0.001455858,FALSE,0
7,pilot_1_fixed_2,-1,R,8,0,16.66778052,0,0,0,0,0,0,0,0,0,0.000957794,FALSE,0
8,pilot_1_fixed_2,-1,R,8,0,16.68164906,0,0,0,0,0,0,0,0,0,0.013863709,FALSE,0
9,pilot_1_fixed_2,-1,R,8,0,16.69912721,0,0,0,0,0,0,0,0,0,0.017479659,FALSE,0
10,pilot_1_fixed_2,-1,R,8,0,16.7174901,0,0,0,0,0,0,0,0,0,0.018361083,FALSE,0
11,pilot_1_fixed_2,-1,R,8,0,16.73304301,0,0,0,0,0,0,0,0,0,0.015546866,FALSE,0
12,pilot_1_fixed_2,-1,R,8,0,16.74995125,0,0,0,0,0,0,0,0,0,0.016909752,FALSE,0
13,pilot_1_fixed_2,-1,R,8,0,16.76601278,0,0,0,0,0,0,0,0,0,0.016060024,FALSE,0
14,pilot_1_fixed_2,-1,R,8,0,16.78629338,0,0,0,0,0,0,0,0,0,0.020289952,FALSE,0
15,pilot_1_fixed_2,-1,R,8,0,16.79912655,0,0,0,0,0,0,0,0,0,0.012832262,FALSE,0
16,pilot_1_fixed_2,-1,R,8,0,16.81571301,0,0,0,0,0,0,0,0,0,0.016584652,FALSE,0
17,pilot_1_fixed_2,-1,R,8,0,16.83239939,0,0,0,0,0,0,0,0,0,0.016688189,FALSE,0
